City,User_Category,Mobility_Profile,Hour_Interval,Peak_Status,Season,Avg_Stress,N_Records,Std_Stress,Confidence
Montpellier,voiture,Low Stress,16:00 - 17:00,Off-Peak,Winter,2.0,1,0.0,0.1
Montpellier,voiture,Low Stress,17:00 - 18:00,Peak,Autumn,3.0,2,0.0,0.2
Montpellier,voiture,Low Stress,17:00 - 18:00,Peak,Spring,3.0,4,0.816496580927726,0.4
Montpellier,voiture,Low Stress,18:00 - 19:00,Peak,Autumn,3.0,1,0.0,0.1
Montpellier,voiture,Low Stress,18:00 - 19:00,Peak,Spring,4.0,1,0.0,0.1
Montpellier,voiture,Low Stress,18:00 - 19:00,Peak,Summer,,0,0.0,0.0
Montpellier,voiture,Low Stress,18:00 - 19:00,Peak,Winter,3.3333333333333335,3,1.5275252316519465,0.3
Montpellier,voiture,Low Stress,19:00 - 20:00,Peak,Spring,2.0,1,0.0,0.1
Montpellier,voiture,Low Stress,19:00 - 20:00,Peak,Winter,3.0,1,0.0,0.1
Montpellier,voiture,Low Stress,20:00 - 21:00,Night,Autumn,4.5,2,0.7071067811865476,0.2
Montpellier,voiture,Low Stress,20:00 - 21:00,Night,Spring,3.5,2,0.7071067811865476,0.2
Montpellier,voiture,Low Stress,20:00 - 21:00,Night,Winter,1.5,2,0.7071067811865476,0.2
Montpellier,voiture,Low Stress,21:00 - 22:00,Night,Autumn,3.0,2,1.4142135623730951,0.2
Montpellier,voiture,Low Stress,21:00 - 22:00,Night,Spring,3.5,2,0.7071067811865476,0.2
Montpellier,voiture,Low Stress,21:00 - 22:00,Night,Summer,2.8,5,1.0954451150103324,0.5
Montpellier,voiture,Low Stress,21:00 - 22:00,Night,Winter,3.0,1,0.0,0.1
Montpellier,voiture,Low Stress,22:00 - 23:00,Night,Autumn,2.75,4,0.9574271077563382,0.4
Montpellier,voiture,Low Stress,22:00 - 23:00,Night,Spring,2.5,4,1.2909944487358056,0.4
Montpellier,voiture,Low Stress,22:00 - 23:00,Night,Summer,2.0,2,0.0,0.2
Montpellier,voiture,Low Stress,22:00 - 23:00,Night,Winter,4.0,1,0.0,0.1
Montpellier,voiture,Low Stress,23:00 - 24:00,Night,Autumn,4.0,1,0.0,0.1
Montpellier,voiture,Low Stress,23:00 - 24:00,Night,Spring,5.0,1,0.0,0.1
Montpellier,voiture,Low Stress,23:00 - 24:00,Night,Summer,5.0,1,0.0,0.1
Montpellier,voiture,Low Stress,23:00 - 24:00,Night,Winter,3.0,5,1.224744871391589,0.5
Montpellier,vélo,High Stress,00:00 - 01:00,Night,Summer,4.0,1,0.0,0.1
Montpellier,vélo,High Stress,02:00 - 03:00,Night,Autumn,3.0,1,0.0,0.1
Montpellier,vélo,High Stress,03:00 - 04:00,Night,Spring,4.0,1,0.0,0.1
Montpellier,vélo,High Stress,04:00 - 05:00,Night,Spring,3.0,1,0.0,0.1
Montpellier,vélo,High Stress,04:00 - 05:00,Night,Summer,2.0,1,0.0,0.1
Montpellier,vélo,High Stress,07:00 - 08:00,Peak,Autumn,1.0,1,0.0,0.1
Montpellier,vélo,High Stress,08:00 - 09:00,Peak,Autumn,3.0,1,0.0,0.1
Montpellier,vélo,High Stress,09:00 - 10:00,Peak,Autumn,2.0,1,0.0,0.1
Montpellier,vélo,High Stress,11:00 - 12:00,Off-Peak,Autumn,4.0,1,0.0,0.1
Montpellier,vélo,High Stress,11:00 - 12:00,Off-Peak,Summer,2.5,2,2.1213203435596424,0.2
Montpellier,vélo,High Stress,13:00 - 14:00,Off-Peak,Autumn,3.0,1,0.0,0.1
Montpellier,vélo,High Stress,15:00 - 16:00,Off-Peak,Autumn,2.0,1,0.0,0.1
Montpellier,vélo,High Stress,15:00 - 16:00,Off-Peak,Winter,1.0,1,0.0,0.1
Montpellier,vélo,High Stress,17:00 - 18:00,Peak,Spring,2.0,1,0.0,0.1
Montpellier,vélo,High Stress,18:00 - 19:00,Peak,Spring,1.0,1,0.0,0.1
Montpellier,vélo,High Stress,18:00 - 19:00,Peak,Summer,2.5,2,0.7071067811865476,0.2
Montpellier,vélo,High Stress,19:00 - 20:00,Peak,Summer,2.0,1,0.0,0.1
Montpellier,vélo,High Stress,20:00 - 21:00,Night,Spring,4.0,1,0.0,0.1
Montpellier,vélo,High Stress,21:00 - 22:00,Night,Winter,1.0,1,0.0,0.1
Montpellier,vélo,High Stress,22:00 - 23:00,Night,Summer,1.0,1,0.0,0.1
Montpellier,vélo,High Stress,22:00 - 23:00,Night,Winter,3.0,1,0.0,0.1
Montpellier,vélo,Low Stress,00:00 - 01:00,Night,Autumn,2.0,1,0.0,0.1
Montpellier,vélo,Low Stress,00:00 - 01:00,Night,Spring,2.0,1,0.0,0.1
Montpellier,vélo,Low Stress,00:00 - 01:00,Night,Winter,5.0,1,0.0,0.1
Montpellier,vélo,Low Stress,01:00 - 02:00,Night,Autumn,2.0,1,0.0,0.1
Montpellier,vélo,Low Stress,01:00 - 02:00,Night,Spring,5.0,1,0.0,0.1
Montpellier,vélo,Low Stress,02:00 - 03:00,Night,Autumn,2.5,2,0.7071067811865476,0.2
Montpellier,vélo,Low Stress,02:00 - 03:00,Night,Spring,2.0,2,0.0,0.2
Montpellier,vélo,Low Stress,02:00 - 03:00,Night,Summer,2.0,1,0.0,0.1
Montpellier,vélo,Low Stress,02:00 - 03:00,Night,Winter,3.0,1,0.0,0.1
Montpellier,vélo,Low Stress,03:00 - 04:00,Night,Spring,3.0,1,0.0,0.1
Montpellier,vélo,Low Stress,03:00 - 04:00,Night,Summer,2.0,2,1.4142135623730951,0.2
Montpellier,vélo,Low Stress,03:00 - 04:00,Night,Winter,2.0,1,0.0,0.1
Montpellier,vélo,Low Stress,04:00 - 05:00,Night,Spring,2.0,1,0.0,0.1
Montpellier,vélo,Low Stress,04:00 - 05:00,Night,Winter,2.0,1,0.0,0.1
Montpellier,vélo,Low Stress,05:00 - 06:00,Night,Autumn,3.0,1,0.0,0.1
Montpellier,vélo,Low Stress,05:00 - 06:00,Night,Spring,1.0,1,0.0,0.1
Montpellier,vélo,Low Stress,05:00 - 06:00,Night,Winter,5.0,1,0.0,0.1
Montpellier,vélo,Low Stress,06:00 - 07:00,Night,Spring,2.0,1,0.0,0.1
Montpellier,vélo,Low Stress,06:00 - 07:00,Night,Summer,2.0,1,0.0,0.1
Montpellier,vélo,Low Stress,06:00 - 07:00,Night,Winter,2.0,1,0.0,0.1
Montpellier,vélo,Low Stress,07:00 - 08:00,Peak,Autumn,2.5,2,0.7071067811865476,0.2
Montpellier,vélo,Low Stress,07:00 - 08:00,Peak,Summer,4.0,1,0.0,0.1
Montpellier,vélo,Low Stress,08:00 - 09:00,Peak,Autumn,2.0,1,0.0,0.1
Montpellier,vélo,Low Stress,08:00 - 09:00,Peak,Spring,2.0,1,0.0,0.1
Montpellier,vélo,Low Stress,08:00 - 09:00,Peak,Summer,3.0,1,0.0,0.1
Montpellier,vélo,Low Stress,08:00 - 09:00,Peak,Winter,2.0,4,1.1547005383792515,0.4
Montpellier,vélo,Low Stress,09:00 - 10:00,Peak,Autumn,2.0,1,0.0,0.1
Montpellier,vélo,Low Stress,09:00 - 10:00,Peak,Spring,2.0,2,0.0,0.2
Montpellier,vélo,Low Stress,09:00 - 10:00,Peak,Summer,2.3333333333333335,3,0.5773502691896257,0.3
Montpellier,vélo,Low Stress,10:00 - 11:00,Off-Peak,Autumn,2.0,4,1.1547005383792515,0.4
Montpellier,vélo,Low Stress,11:00 - 12:00,Off-Peak,Autumn,3.0,1,0.0,0.1
Montpellier,vélo,Low Stress,12:00 - 13:00,Off-Peak,Spring,3.0,2,1.4142135623730951,0.2
Montpellier,vélo,Low Stress,13:00 - 14:00,Off-Peak,Spring,3.5,2,0.7071067811865476,0.2
Montpellier,vélo,Low Stress,13:00 - 14:00,Off-Peak,Summer,3.0,1,0.0,0.1
Montpellier,vélo,Low Stress,13:00 - 14:00,Off-Peak,Winter,1.0,2,0.0,0.2
Montpellier,vélo,Low Stress,14:00 - 15:00,Off-Peak,Spring,2.0,3,1.0,0.3
Montpellier,vélo,Low Stress,14:00 - 15:00,Off-Peak,Winter,3.0,1,0.0,0.1
Montpellier,vélo,Low Stress,15:00 - 16:00,Off-Peak,Autumn,2.0,1,0.0,0.1
Montpellier,vélo,Low Stress,15:00 - 16:00,Off-Peak,Spring,1.0,1,0.0,0.1
Montpellier,vélo,Low Stress,15:00 - 16:00,Off-Peak,Summer,5.0,1,0.0,0.1
Montpellier,vélo,Low Stress,16:00 - 17:00,Off-Peak,Spring,,0,0.0,0.0
Montpellier,vélo,Low Stress,16:00 - 17:00,Off-Peak,Winter,4.0,1,0.0,0.1
Montpellier,vélo,Low Stress,17:00 - 18:00,Peak,Autumn,4.0,1,0.0,0.1
Montpellier,vélo,Low Stress,17:00 - 18:00,Peak,Spring,1.0,1,0.0,0.1
Montpellier,vélo,Low Stress,17:00 - 18:00,Peak,Summer,3.0,1,0.0,0.1
Montpellier,vélo,Low Stress,17:00 - 18:00,Peak,Winter,3.5,2,0.7071067811865476,0.2
Montpellier,vélo,Low Stress,18:00 - 19:00,Peak,Autumn,2.0,2,1.4142135623730951,0.2
Montpellier,vélo,Low Stress,18:00 - 19:00,Peak,Winter,1.0,1,0.0,0.1
Montpellier,vélo,Low Stress,19:00 - 20:00,Peak,Summer,3.0,2,1.4142135623730951,0.2
Montpellier,vélo,Low Stress,20:00 - 21:00,Night,Spring,1.5,2,0.7071067811865476,0.2
Montpellier,vélo,Low Stress,20:00 - 21:00,Night,Summer,3.0,2,0.0,0.2
Montpellier,vélo,Low Stress,21:00 - 22:00,Night,Spring,3.0,1,0.0,0.1
Montpellier,vélo,Low Stress,21:00 - 22:00,Night,Summer,2.5,2,0.7071067811865476,0.2
Montpellier,vélo,Low Stress,21:00 - 22:00,Night,Winter,2.0,2,0.0,0.2
Montpellier,vélo,Low Stress,22:00 - 23:00,Night,Autumn,2.0,1,0.0,0.1
Montpellier,vélo,Low Stress,22:00 - 23:00,Night,Summer,2.3333333333333335,3,0.5773502691896257,0.3
Montpellier,vélo,Low Stress,22:00 - 23:00,Night,Winter,,0,0.0,0.0
Montpellier,vélo,Low Stress,23:00 - 24:00,Night,Autumn,2.0,1,0.0,0.1
Montpellier,vélo,Low Stress,23:00 - 24:00,Night,Summer,2.0,2,1.4142135623730951,0.2
Montpellier,vélo,Low Stress,23:00 - 24:00,Night,Winter,1.0,1,0.0,0.1
Nantes,bus,High Stress,00:00 - 01:00,Night,Summer,1.0,1,0.0,0.1
Nantes,bus,High Stress,01:00 - 02:00,Night,Autumn,2.0,1,0.0,0.1
Nantes,bus,High Stress,01:00 - 02:00,Night,Summer,3.0,1,0.0,0.1
Nantes,bus,High Stress,02:00 - 03:00,Night,Spring,2.5,2,0.7071067811865476,0.2
Nantes,bus,High Stress,03:00 - 04:00,Night,Autumn,3.0,1,0.0,0.1
Nantes,bus,High Stress,03:00 - 04:00,Night,Spring,3.5,2,0.7071067811865476,0.2
Nantes,bus,High Stress,04:00 - 05:00,Night,Spring,3.0,1,0.0,0.1
Nantes,bus,High Stress,04:00 - 05:00,Night,Winter,1.0,1,0.0,0.1
Nantes,bus,High Stress,05:00 - 06:00,Night,Autumn,2.0,2,0.0,0.2
Nantes,bus,High Stress,05:00 - 06:00,Night,Summer,3.0,2,1.4142135623730951,0.2
Nantes,bus,High Stress,06:00 - 07:00,Night,Autumn,2.5,2,2.1213203435596424,0.2
Nantes,bus,High Stress,06:00 - 07:00,Night,Summer,3.0,1,0.0,0.1
Nantes,bus,High Stress,07:00 - 08:00,Peak,Spring,3.0,3,2.0,0.3
Nantes,bus,High Stress,07:00 - 08:00,Peak,Winter,3.0,1,0.0,0.1
Nantes,bus,High Stress,08:00 - 09:00,Peak,Autumn,2.0,2,0.0,0.2
Nantes,bus,High Stress,08:00 - 09:00,Peak,Summer,3.0,1,0.0,0.1
Nantes,bus,High Stress,08:00 - 09:00,Peak,Winter,3.0,1,0.0,0.1
Nantes,bus,High Stress,09:00 - 10:00,Peak,Summer,1.0,1,0.0,0.1
Nantes,bus,High Stress,10:00 - 11:00,Off-Peak,Spring,1.0,1,0.0,0.1
Nantes,bus,High Stress,11:00 - 12:00,Off-Peak,Autumn,2.0,2,1.4142135623730951,0.2
Nantes,bus,High Stress,11:00 - 12:00,Off-Peak,Summer,3.0,2,0.0,0.2
Nantes,bus,High Stress,12:00 - 13:00,Off-Peak,Autumn,1.0,1,0.0,0.1
Nantes,bus,High Stress,12:00 - 13:00,Off-Peak,Spring,3.0,2,0.0,0.2
Nantes,bus,High Stress,12:00 - 13:00,Off-Peak,Winter,3.5,2,2.1213203435596424,0.2
Nantes,bus,High Stress,13:00 - 14:00,Off-Peak,Spring,2.6666666666666665,3,0.5773502691896258,0.3
Nantes,bus,High Stress,14:00 - 15:00,Off-Peak,Autumn,3.0,1,0.0,0.1
Nantes,bus,High Stress,14:00 - 15:00,Off-Peak,Spring,2.3333333333333335,3,1.5275252316519468,0.3
Nantes,bus,High Stress,15:00 - 16:00,Off-Peak,Spring,3.0,1,0.0,0.1
Nantes,bus,High Stress,15:00 - 16:00,Off-Peak,Summer,3.0,1,0.0,0.1
Nantes,bus,High Stress,16:00 - 17:00,Off-Peak,Spring,3.0,1,0.0,0.1
Nantes,bus,High Stress,16:00 - 17:00,Off-Peak,Winter,,0,0.0,0.0
Nantes,bus,High Stress,17:00 - 18:00,Peak,Spring,4.0,1,0.0,0.1
Nantes,bus,High Stress,17:00 - 18:00,Peak,Summer,4.0,1,0.0,0.1
Nantes,bus,High Stress,18:00 - 19:00,Peak,Spring,3.0,3,1.0,0.3
Nantes,bus,High Stress,19:00 - 20:00,Peak,Spring,4.0,1,0.0,0.1
Nantes,bus,High Stress,19:00 - 20:00,Peak,Winter,3.0,1,0.0,0.1
Nantes,bus,High Stress,20:00 - 21:00,Night,Spring,2.5,2,0.7071067811865476,0.2
Nantes,bus,High Stress,20:00 - 21:00,Night,Winter,2.0,2,0.0,0.2
Nantes,bus,High Stress,21:00 - 22:00,Night,Autumn,5.0,1,0.0,0.1
Nantes,bus,High Stress,21:00 - 22:00,Night,Spring,3.0,2,0.0,0.2
Nantes,bus,High Stress,21:00 - 22:00,Night,Summer,4.0,1,0.0,0.1
Nantes,bus,High Stress,22:00 - 23:00,Night,Autumn,3.0,1,0.0,0.1
Nantes,bus,High Stress,22:00 - 23:00,Night,Winter,3.0,1,0.0,0.1
Nantes,bus,High Stress,23:00 - 24:00,Night,Summer,2.0,1,0.0,0.1
Nantes,bus,Low Stress,00:00 - 01:00,Night,Autumn,2.5,2,0.7071067811865476,0.2
Nantes,bus,Low Stress,00:00 - 01:00,Night,Spring,2.6666666666666665,3,1.1547005383792517,0.3
Nantes,bus,Low Stress,00:00 - 01:00,Night,Summer,2.5,2,2.1213203435596424,0.2
Nantes,bus,Low Stress,00:00 - 01:00,Night,Winter,2.0,2,1.4142135623730951,0.2
Nantes,bus,Low Stress,01:00 - 02:00,Night,Autumn,2.0,1,0.0,0.1
Nantes,bus,Low Stress,01:00 - 02:00,Night,Spring,3.0,1,0.0,0.1
Nantes,bus,Low Stress,01:00 - 02:00,Night,Summer,2.0,6,0.8944271909999159,0.6
Nantes,bus,Low Stress,01:00 - 02:00,Night,Winter,2.0,4,0.816496580927726,0.4
Nantes,bus,Low Stress,02:00 - 03:00,Night,Autumn,2.0,5,1.224744871391589,0.5
Nantes,bus,Low Stress,02:00 - 03:00,Night,Spring,3.0,2,0.0,0.2
Nantes,bus,Low Stress,02:00 - 03:00,Night,Summer,2.0,6,0.8944271909999159,0.6
Nantes,bus,Low Stress,02:00 - 03:00,Night,Winter,2.6666666666666665,3,0.5773502691896257,0.3
Nantes,bus,Low Stress,03:00 - 04:00,Night,Autumn,3.0,2,0.0,0.2
Nantes,bus,Low Stress,03:00 - 04:00,Night,Spring,2.5,6,1.224744871391589,0.6
Nantes,bus,Low Stress,03:00 - 04:00,Night,Summer,2.3333333333333335,3,0.5773502691896257,0.3
Nantes,bus,Low Stress,03:00 - 04:00,Night,Winter,4.0,1,0.0,0.1
Nantes,bus,Low Stress,04:00 - 05:00,Night,Autumn,2.0,1,0.0,0.1
Nantes,bus,Low Stress,04:00 - 05:00,Night,Spring,3.0,1,0.0,0.1
Nantes,bus,Low Stress,04:00 - 05:00,Night,Summer,2.0,2,1.4142135623730951,0.2
Nantes,bus,Low Stress,04:00 - 05:00,Night,Winter,3.0,1,0.0,0.1
Nantes,bus,Low Stress,05:00 - 06:00,Night,Autumn,1.6666666666666667,3,0.5773502691896258,0.3
Nantes,bus,Low Stress,05:00 - 06:00,Night,Summer,2.0,3,1.0,0.3
Nantes,bus,Low Stress,05:00 - 06:00,Night,Winter,3.0,3,1.0,0.3
Nantes,bus,Low Stress,06:00 - 07:00,Night,Autumn,4.0,1,0.0,0.1
Nantes,bus,Low Stress,06:00 - 07:00,Night,Spring,2.75,4,1.5,0.4
Nantes,bus,Low Stress,06:00 - 07:00,Night,Summer,2.8,5,0.8366600265340756,0.5
Nantes,bus,Low Stress,06:00 - 07:00,Night,Winter,2.6666666666666665,6,1.0327955589886444,0.6
Nantes,bus,Low Stress,07:00 - 08:00,Peak,Autumn,2.8,5,1.3038404810405297,0.5
Nantes,bus,Low Stress,07:00 - 08:00,Peak,Spring,2.0,2,1.4142135623730951,0.2
Nantes,bus,Low Stress,07:00 - 08:00,Peak,Summer,2.3333333333333335,3,0.5773502691896257,0.3
Nantes,bus,Low Stress,07:00 - 08:00,Peak,Winter,2.75,4,1.5000000000000002,0.4
Nantes,bus,Low Stress,08:00 - 09:00,Peak,Autumn,1.0,2,0.0,0.2
Nantes,bus,Low Stress,08:00 - 09:00,Peak,Spring,2.0,2,1.4142135623730951,0.2
Nantes,bus,Low Stress,08:00 - 09:00,Peak,Summer,2.0,2,1.4142135623730951,0.2
Nantes,bus,Low Stress,08:00 - 09:00,Peak,Winter,1.6666666666666667,3,0.5773502691896257,0.3
Nantes,bus,Low Stress,09:00 - 10:00,Peak,Autumn,3.8,5,1.0954451150103324,0.5
Nantes,bus,Low Stress,09:00 - 10:00,Peak,Spring,3.0,1,0.0,0.1
Nantes,bus,Low Stress,09:00 - 10:00,Peak,Summer,3.0,4,1.4142135623730951,0.4
Nantes,bus,Low Stress,09:00 - 10:00,Peak,Winter,3.0,5,0.7071067811865476,0.5
Nantes,bus,Low Stress,10:00 - 11:00,Off-Peak,Autumn,3.0,5,1.0,0.5
Nantes,bus,Low Stress,10:00 - 11:00,Off-Peak,Spring,3.0,2,0.0,0.2
Nantes,bus,Low Stress,10:00 - 11:00,Off-Peak,Summer,2.0,2,0.0,0.2
Nantes,bus,Low Stress,10:00 - 11:00,Off-Peak,Winter,2.0,1,0.0,0.1
Nantes,bus,Low Stress,11:00 - 12:00,Off-Peak,Autumn,2.5,2,0.7071067811865476,0.2
Nantes,bus,Low Stress,11:00 - 12:00,Off-Peak,Spring,3.0,1,0.0,0.1
Nantes,bus,Low Stress,11:00 - 12:00,Off-Peak,Summer,2.0,1,0.0,0.1
Nantes,bus,Low Stress,11:00 - 12:00,Off-Peak,Winter,2.3333333333333335,3,0.5773502691896257,0.3
Nantes,bus,Low Stress,12:00 - 13:00,Off-Peak,Spring,2.0,2,1.4142135623730951,0.2
Nantes,bus,Low Stress,12:00 - 13:00,Off-Peak,Summer,1.5,2,0.7071067811865476,0.2
Nantes,bus,Low Stress,12:00 - 13:00,Off-Peak,Winter,3.5,2,0.7071067811865476,0.2
Nantes,bus,Low Stress,13:00 - 14:00,Off-Peak,Autumn,2.0,2,0.0,0.2
Nantes,bus,Low Stress,13:00 - 14:00,Off-Peak,Spring,3.5,2,0.7071067811865476,0.2
Nantes,bus,Low Stress,13:00 - 14:00,Off-Peak,Summer,2.0,6,0.8944271909999159,0.6
Nantes,bus,Low Stress,13:00 - 14:00,Off-Peak,Winter,3.0,1,0.0,0.1
Nantes,bus,Low Stress,14:00 - 15:00,Off-Peak,Autumn,3.0,2,0.0,0.2
Nantes,bus,Low Stress,14:00 - 15:00,Off-Peak,Spring,2.5,2,0.7071067811865476,0.2
Nantes,bus,Low Stress,14:00 - 15:00,Off-Peak,Summer,3.25,4,1.2583057392117916,0.4
Nantes,bus,Low Stress,14:00 - 15:00,Off-Peak,Winter,2.2,5,0.8366600265340756,0.5
Nantes,bus,Low Stress,15:00 - 16:00,Off-Peak,Autumn,2.8,5,1.0954451150103321,0.5
Nantes,bus,Low Stress,15:00 - 16:00,Off-Peak,Spring,2.6666666666666665,3,0.5773502691896258,0.3
Nantes,bus,Low Stress,15:00 - 16:00,Off-Peak,Summer,2.3333333333333335,3,1.5275252316519465,0.3
Nantes,bus,Low Stress,15:00 - 16:00,Off-Peak,Winter,2.0,5,1.0,0.5
Nantes,bus,Low Stress,16:00 - 17:00,Off-Peak,Autumn,3.0,1,0.0,0.1
Nantes,bus,Low Stress,16:00 - 17:00,Off-Peak,Spring,2.5,2,0.7071067811865476,0.2
Nantes,bus,Low Stress,16:00 - 17:00,Off-Peak,Summer,3.0,2,0.0,0.2
Nantes,bus,Low Stress,16:00 - 17:00,Off-Peak,Winter,2.0,1,0.0,0.1
Nantes,bus,Low Stress,17:00 - 18:00,Peak,Autumn,1.0,1,0.0,0.1
Nantes,bus,Low Stress,17:00 - 18:00,Peak,Spring,2.2,5,0.447213595499958,0.5
Nantes,bus,Low Stress,17:00 - 18:00,Peak,Summer,1.0,2,0.0,0.2
Nantes,bus,Low Stress,17:00 - 18:00,Peak,Winter,2.4,5,0.5477225575051661,0.5
Nantes,bus,Low Stress,18:00 - 19:00,Peak,Autumn,3.0,1,0.0,0.1
Nantes,bus,Low Stress,18:00 - 19:00,Peak,Spring,2.6666666666666665,3,0.5773502691896258,0.3
Nantes,bus,Low Stress,18:00 - 19:00,Peak,Summer,3.0,1,0.0,0.1
Nantes,bus,Low Stress,18:00 - 19:00,Peak,Winter,3.0,2,0.0,0.2
Nantes,bus,Low Stress,19:00 - 20:00,Peak,Autumn,1.0,1,0.0,0.1
Nantes,bus,Low Stress,19:00 - 20:00,Peak,Spring,2.0,3,1.0,0.3
Nantes,bus,Low Stress,19:00 - 20:00,Peak,Summer,2.0,1,0.0,0.1
Nantes,bus,Low Stress,19:00 - 20:00,Peak,Winter,2.6,5,1.140175425099138,0.5
Nantes,bus,Low Stress,20:00 - 21:00,Night,Autumn,2.6,5,0.5477225575051662,0.5
Nantes,bus,Low Stress,20:00 - 21:00,Night,Spring,2.5,8,0.9258200997725515,0.8
Nantes,bus,Low Stress,20:00 - 21:00,Night,Winter,2.3333333333333335,3,0.5773502691896258,0.3
Nantes,bus,Low Stress,21:00 - 22:00,Night,Autumn,2.25,4,1.2583057392117916,0.4
Nantes,bus,Low Stress,21:00 - 22:00,Night,Spring,2.2,5,1.6431676725154982,0.5
Nantes,bus,Low Stress,21:00 - 22:00,Night,Winter,1.6666666666666667,3,0.5773502691896257,0.3
Nantes,bus,Low Stress,22:00 - 23:00,Night,Autumn,1.4,5,0.5477225575051662,0.5
Nantes,bus,Low Stress,23:00 - 24:00,Night,Autumn,2.5,2,0.7071067811865476,0.2
Nantes,bus,Low Stress,23:00 - 24:00,Night,Spring,2.5,4,1.0,0.4
Nantes,bus,Low Stress,23:00 - 24:00,Night,Summer,2.5,2,0.7071067811865476,0.2
Nantes,bus,Low Stress,23:00 - 24:00,Night,Winter,2.3333333333333335,3,1.1547005383792517,0.3
Nantes,métro,High Stress,00:00 - 01:00,Night,Summer,2.5,2,0.7071067811865476,0.2
Nantes,métro,High Stress,01:00 - 02:00,Night,Summer,2.0,1,0.0,0.1
Nantes,métro,High Stress,02:00 - 03:00,Night,Spring,3.0,1,0.0,0.1
Nantes,métro,High Stress,03:00 - 04:00,Night,Spring,2.0,1,0.0,0.1
Nantes,métro,High Stress,04:00 - 05:00,Night,Spring,2.0,1,0.0,0.1
Nantes,métro,High Stress,04:00 - 05:00,Night,Summer,2.6666666666666665,3,0.5773502691896258,0.3
Nantes,métro,High Stress,05:00 - 06:00,Night,Autumn,3.0,1,0.0,0.1
Nantes,métro,High Stress,06:00 - 07:00,Night,Summer,2.0,1,0.0,0.1
Nantes,métro,High Stress,07:00 - 08:00,Peak,Autumn,1.0,1,0.0,0.1
Nantes,métro,High Stress,07:00 - 08:00,Peak,Spring,4.0,1,0.0,0.1
Nantes,métro,High Stress,07:00 - 08:00,Peak,Winter,2.0,1,0.0,0.1
Nantes,métro,High Stress,08:00 - 09:00,Peak,Spring,2.5,2,0.7071067811865476,0.2
Nantes,métro,High Stress,11:00 - 12:00,Off-Peak,Autumn,1.5,2,0.7071067811865476,0.2
Nantes,métro,High Stress,11:00 - 12:00,Off-Peak,Winter,2.6666666666666665,3,0.5773502691896258,0.3
Nantes,métro,High Stress,12:00 - 13:00,Off-Peak,Spring,2.0,1,0.0,0.1
Nantes,métro,High Stress,13:00 - 14:00,Off-Peak,Spring,3.0,1,0.0,0.1
Nantes,métro,High Stress,14:00 - 15:00,Off-Peak,Autumn,3.5,2,2.1213203435596424,0.2
Nantes,métro,High Stress,14:00 - 15:00,Off-Peak,Summer,2.0,1,0.0,0.1
Nantes,métro,High Stress,15:00 - 16:00,Off-Peak,Autumn,3.0,2,0.0,0.2
Nantes,métro,High Stress,15:00 - 16:00,Off-Peak,Spring,5.0,1,0.0,0.1
Nantes,métro,High Stress,15:00 - 16:00,Off-Peak,Winter,4.0,1,0.0,0.1
Nantes,métro,High Stress,17:00 - 18:00,Peak,Autumn,2.0,1,0.0,0.1
Nantes,métro,High Stress,18:00 - 19:00,Peak,Autumn,4.0,2,0.0,0.2
Nantes,métro,High Stress,18:00 - 19:00,Peak,Summer,3.0,1,0.0,0.1
Nantes,métro,High Stress,19:00 - 20:00,Peak,Spring,2.0,2,0.0,0.2
Nantes,métro,High Stress,19:00 - 20:00,Peak,Summer,2.0,1,0.0,0.1
Nantes,métro,High Stress,20:00 - 21:00,Night,Autumn,1.0,1,0.0,0.1
Nantes,métro,High Stress,20:00 - 21:00,Night,Winter,2.0,2,1.4142135623730951,0.2
Nantes,métro,High Stress,21:00 - 22:00,Night,Spring,1.0,1,0.0,0.1
Nantes,métro,High Stress,22:00 - 23:00,Night,Autumn,3.0,2,0.0,0.2
Nantes,métro,High Stress,23:00 - 24:00,Night,Autumn,3.0,1,0.0,0.1
Nantes,métro,High Stress,23:00 - 24:00,Night,Summer,1.0,1,0.0,0.1
Nantes,métro,High Stress,23:00 - 24:00,Night,Winter,2.0,1,0.0,0.1
Nantes,métro,Low Stress,00:00 - 01:00,Night,Autumn,1.0,1,0.0,0.1
Nantes,métro,Low Stress,00:00 - 01:00,Night,Spring,3.0,1,0.0,0.1
Nantes,métro,Low Stress,00:00 - 01:00,Night,Summer,,0,0.0,0.0
Nantes,métro,Low Stress,00:00 - 01:00,Night,Winter,3.0,1,0.0,0.1
Nantes,métro,Low Stress,01:00 - 02:00,Night,Autumn,2.25,4,0.9574271077563382,0.4
Nantes,métro,Low Stress,01:00 - 02:00,Night,Spring,3.25,4,0.9574271077563381,0.4
Nantes,métro,Low Stress,01:00 - 02:00,Night,Summer,3.0,3,1.7320508075688772,0.3
Nantes,métro,Low Stress,01:00 - 02:00,Night,Winter,2.5,2,0.7071067811865476,0.2
Nantes,métro,Low Stress,02:00 - 03:00,Night,Autumn,2.5,2,2.1213203435596424,0.2
Nantes,métro,Low Stress,02:00 - 03:00,Night,Summer,2.5,4,1.2909944487358056,0.4
Nantes,métro,Low Stress,02:00 - 03:00,Night,Winter,1.0,1,0.0,0.1
Nantes,métro,Low Stress,03:00 - 04:00,Night,Autumn,2.3333333333333335,3,0.5773502691896258,0.3
Nantes,métro,Low Stress,03:00 - 04:00,Night,Spring,2.3333333333333335,3,1.1547005383792515,0.3
